site_code,site_name,biogeographic_region,current_designation,sic_layer_presence,zps_layer_presence,sic_tipo_sito_raw,zps_tipo_sito_raw,dgr30_preassessment_annex,dgr30_site_header,preassessment_activity_count,preassessed_green_count,screening_required_red_count,not_applicable_yellow_count,unknown_count,current_conservation_basis,current_measure_check_required,functional_interference_basis,site_specific_override,crosswalk_method,geometry_source,geometry_sha256_sic,geometry_sha256_zps,limitations
IT3320024,Magredi di Coz,continentale,ZSC,YES,NO,B - ZSC senza relazioni con altro sito NATURA 2000,,A3,Magredi di Coz,50,16,1,33,0,DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320025,Magredi di Firmano,continentale,ZSC,YES,NO,B - ZSC senza relazioni con altro sito NATURA 2000,,A3,Magredi di Firmano,50,37,1,12,0,DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320026,Risorgive dello Stella,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Risorgive dello Stella,50,44,0,6,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320027,Palude Moretto,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Palude Moretto,50,27,0,23,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320028,Palude Selvote,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Palude Selvote,50,40,1,9,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320029,Confluenza Fiumi Torre e Natisone,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Confluenza Fiumi Torre e Natisone,50,41,0,9,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320030,Bosco di Golena del Torreano,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Bosco di Golena del Torreano,50,42,0,8,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320031,Paludi di Gonars,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Paludi di Gonars,50,43,0,7,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320032,Paludi di Porpetto,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Paludi di Porpetto,50,24,1,25,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320033,Bosco Boscat,continentale,ZSC,YES,NO,B - ZSC senza relazioni con altro sito NATURA 2000,,A3,Bosco Boscat,50,23,0,27,0,DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320034,Boschi di Muzzana,continentale,ZSC,YES,NO,B - ZSC senza relazioni con altro sito NATURA 2000,,A3,Boschi di Muzzana,50,20,1,29,0,DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320035,Bosco Sacile,continentale,ZSC,YES,NO,B - ZSC senza relazioni con altro sito NATURA 2000,,A3,Bosco Sacile,50,35,0,15,0,DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320036,Anse del Fiume Stella,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Anse del Fiume Stella,50,40,0,10,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320037,Laguna di Marano e Grado,Continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Laguna di Marano e Grado,50,37,0,13,0,DPReg 065/2025 Piano di gestione Laguna di Marano e Grado (in vigore dal 10/07/2025),YES,DPReg 065/2025 Annex 14,DPReg 065/2025 Annex 14 controls external functional-interference criteria for this site,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320038,Pineta di Lignano,continentale,ZSC,YES,NO,B - ZSC senza relazioni con altro sito NATURA 2000,,A3,Pineta di Lignano,50,37,0,13,0,DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320039,Palude di Racchiuso,continentale,SIC,YES,NO,B - SIC senza relazioni con altro sito NATURA 2000,,A3,Palude di Racchiuso,50,38,1,11,0,Verifica obbligatoria nel registro regionale corrente delle misure/piani del sito,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320040,Rii del Gambero di torrente,alpina,SIC,YES,NO,B - SIC senza relazioni con altro sito NATURA 2000,,A2,Rii del Gambero di torrente,50,36,4,10,0,Verifica obbligatoria nel registro regionale corrente delle misure/piani del sito,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3320041,Rio Chiarò di Cialla,continentale,pSIC,YES,NO,B- pSIC senza relazioni con altro sito NATURA 2000,,A3,Rio Chiarò di Cialla,50,29,0,21,0,Verifica obbligatoria nel registro regionale corrente delle misure/piani del sito,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3321001,Alpi Carniche,Alpina,ZPS,NO,YES,,A - ZPS che contiene ZSC,A2,Alpi Carniche,50,42,0,8,0,DGR 594/2025 per componente ZPS,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3321002,Alpi Giulie,Alpina,ZPS,NO,YES,,A - ZPS che contiene ZSC,A2,Alpi Giulie,50,42,0,8,0,DGR 594/2025 per componente ZPS,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3330001,Palude del Preval,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Palude del Preval,50,23,0,27,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3330002,Colle di Medea,continentale,ZSC,YES,NO,B - ZSC senza relazioni con altro sito NATURA 2000,,A3,Colle di Medea,50,42,0,8,0,DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3330005,Foce dell'Isonzo - Isola della Cona,Continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Foce dell'Isonzo - Isola della Cona,50,42,1,7,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3330006,Valle Cavanata e Banco Mula di Muggia,Continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Valle Cavanata e Banco Mula di Muggia,50,38,0,12,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3330007,Cavana di Monfalcone,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Cavana di Monfalcone,50,38,0,12,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3330008,Relitti di Posidonia presso Grado,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Relitti di Posidonia presso Grado,50,0,0,50,0,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3330009,Trezze San Pietro e Bardelli,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Trezze San Pietro e Bardelli,50,0,0,49,1,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3330010,Valle del Rio Smiardar,continentale,SIC,YES,NO,B - SIC senza relazioni con altro sito NATURA 2000,,A3,Valle del Rio Smiardar,50,32,5,12,1,Verifica obbligatoria nel registro regionale corrente delle misure/piani del sito,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3331001,Banco del Becco,Continentale,ZPS,NO,YES,,B - ZPS senza relazioni con altro sito NATURA 2000,A3,Banco del Becco,50,0,0,50,0,DGR 594/2025 per componente ZPS,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3340006,Carso Triestino e Goriziano,continentale,ZSC,YES,NO,G - ZSC incluso in una ZPS,,A3,Carso Triestino e Goriziano,50,45,1,3,1,DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3340007,Area marina di Miramare,continentale,ZSC+ZPS,YES,YES,C - ZSC e ZPS coincidenti,C - ZSC e ZPS coincidenti,A3,Area marina di Miramare,50,0,0,49,1,DGR 594/2025 per componente ZPS; DGR 1148/2024 o DGR 1149/2024 per componente ZSC secondo regione biogeografica,YES,DGR 30/2026 Allegato C,,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,772dabc52d720eaedfc5bd8de6649d2be915c01a88d2686d553137e3ebaa2e06,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
IT3341002,Aree Carsiche della Venezia Giulia,Continentale,ZPS,NO,YES,,A - ZPS che contiene ZSC,A3,Aree Carsiche della Venezia Giulia,50,45,1,3,1,DGR 1760/2025 per ZPS IT3341002; verificare anche misure della componente ZSC ove applicabili,YES,DGR 30/2026 Allegato C,DGR 1760/2025 is the current ZPS conservation-measure update,Validated Chat 3.4 site code/name + DGR30 A2/A3 site header normalized-name match; explicit alias only for Torbiera/Torbiere di Casasola e Andreuzza,Chat 3.4 validated WFS snapshot 2026-09-19; geometry not recreated,,949724e039aac197490c80e0ebbdfb6fbb46bf2a12f3b457e3989af0bc032660,"Crosswalk establishes rule applicability lineage, not a formal VINCA determination."
