istat_code,comune,provincia,current_plan,current_variant,procedural_status,act_and_date,bur_publication,institutional_source_url,access_date,irdat_dataset_id,irdat_detail_url,irdat_admin_structure,irdat_metadata_date,irdat_publication_date,geometry_source,geometry_format,geometry_crs,geometry_layer_service_id,geometry_alignment_status,currentness_status,evidence_used,independent_current_source,eagle_access_status_baseline,cer_2018_reference,vector_download_status,vector_artifact_path,vector_bytes,vector_sha256,vector_archive_integrity,vector_shp_present,vector_prj_present,notes_gap,detail_error,supplement_source_url,supplement_fetch_status,supplement_sha256
030058,Mereto di Tomba,UD,PRGC Mereto di Tomba,,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12166,2026-09-19,12166,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12166,Comune di Mereto di Tomba,,,IRDAT/Comune,,,12166,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,I dati visualizzati nelle mappe sono stati costruiti in collaborazione tra Ufficio Tecnico Comunale e l'Associazione Intercomunale del Medio Friuli e da questi ultimi gestiti.,,PUBLIC_CONFIG_DETECTED,D:20171026 H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030059,Moggio Udinese,UD,PRGC Moggio Udinese,16,VARIANT_16_ADOPTED_WITH_APPROVAL_MATERIAL_PRESENT,DCC 52 del 17/12/2025 - adozione; documenti DC012-2026 di approvazione presenti,Avviso BUR presente tra gli allegati,https://www.comune.moggioudinese.ud.it/it/amministrazione-trasparente-7882/pianificazione-e-governo-del-territorio-8055,2026-09-19,,,,,,Comune - elaborati varianti,PDF,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Pagina comunale aggiornata al 24/03/2026 espone Variante 16 e documenti di approvazione, oltre a varianti precedenti.",https://www.comune.moggioudinese.ud.it/it/amministrazione-trasparente-7882/pianificazione-e-governo-del-territorio-8055,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20180118 H:,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,Necessaria verifica puntuale di efficacia finale/BUR e dell'allineamento di una geometria vettoriale corrente.,,https://www.comune.moggioudinese.ud.it/it/amministrazione-trasparente-7882/pianificazione-e-governo-del-territorio-8055,MATERIALIZED,B6CD3030D737FA340FDCDF0D6034C8C4ADA0E35BD3663BBBD9797D8641F9BAD6
030060,Moimacco,UD,PRGC Moimacco,Variant 25,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12167,2026-09-19,12167,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12167,Comune di Moimacco,,,IRDAT/Comune,,,12167,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano Regolatore Generale del Comune di Moimacco. Piano Regolatore Generale Comunale aggiornato alla Variante n. 25, adottato con delibera di Consiglio Comunale n. 28 del 28/12/2018, approvata con delibera del Consiglio Comunale n. 17 del 29/04/2019.",,PUBLIC_CONFIG_DETECTED,D:20160211 H:20160211,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030061,Montenars,UD,PRGC Montenars,Variant 3,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12168,2026-09-19,12168,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12168,Comune di Montenars,,,IRDAT/Comune,,,12168,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano Regolatore Generale del Comune di Montenars. Variante n. 3 approvata con delibera consiliare n. 11 del 18 marzo 2011, confermata l'esecutivita' con decreto n. 0196/Pres. del 10 agosto 2011 e pubblicata sul B.U.R. n. 34 del 24 agosto 2011.",,PUBLIC_CONFIG_DETECTED,D: H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030062,Mortegliano,UD,PRGC Mortegliano,,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12240,2026-09-19,12240,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12240,Comune di Mortegliano,,,IRDAT/Comune,,,12240,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Piano Regolatore Generale del Comune di Mortegliano,,PUBLIC_CONFIG_DETECTED,D:20180412 H:20180412,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030063,Moruzzo,UD,PRGC Moruzzo,28,VAR_28_ADOPTED; PRIOR_VARIANTS_PRESENT,DCC 7 del 30/04/2026 - adozione Variante 28,BUR 20 del 20/05/2026 - avviso di adozione,https://servizionline.comune.moruzzo.ud.it/c030063/zf/index.php/trasparenza/index/index/categoria/109,2026-09-19,,,,,,Comune - PRGC/varianti,PDF/WEB,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Sezione ufficiale mostra Var.23 approvazione 'VIGENTE', varianti 26-27 e Var.28 in sola ADOZIONE.",https://servizionline.comune.moruzzo.ud.it/c030063/zf/index.php/trasparenza/index/index/categoria/109,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20170727 H:,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,"La base vigente e le varianti puntuali sono individuate, ma la lineage efficace completa fino a Var.27 e l'allineamento vettoriale devono essere ricostruiti prima della promozione.",,https://servizionline.comune.moruzzo.ud.it/c030063/zf/index.php/trasparenza/index/index/categoria/109,MATERIALIZED,2DD9B3733EA6896658A3D36283265395C33CBB0E914D012A176A91898B8D4A01
030064,Muzzana del Turgnano,UD,PRGC Muzzana del Turgnano,Variant 13,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12172,2026-09-19,12172,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12172,Comune di Muzzana del Turgnano,,,IRDAT/Comune,,,12172,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano Regolatore Generale del Comune di Muzzana del Turgnano. Piano Regolatore Generale Comunale aggiornato alla Variante n.13, adottato con delibera di C.C. n. 38 del 05.12.2018 e approvato con delibera di C.C. n. 3 del 27.03.2019.",,PUBLIC_CONFIG_DETECTED,D:20171026 H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030065,Nimis,UD,PRGC Nimis,Variant 29,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12173,2026-09-19,12173,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12173,Comune di Nimis,,,IRDAT/Comune,,,12173,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano Regolatore Generale Comune di Nimis. Piano Regolatore Generale Comunale aggiornato alla Variante n.29, adottato con delibera de C.C. n. 7 del 07.04.2016.",,PUBLIC_CONFIG_DETECTED,D:20160825 H:20160825,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030066,Osoppo,UD,PRGC Osoppo,17,OFFICIAL_VARIANT_DOCUMENT_FOUND,,,https://comune.osoppo.ud.it/media/files/030066/attachment/All._1_-_RELAZIONE_Yc6PyO7.pdf,2026-09-19,,,,,,Comune - PDF Variante 17,PDF,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Relazione comunale ufficiale della Variante 17; altre fonti istituzionali segnalano procedimenti successivi.,https://comune.osoppo.ud.it/media/files/030066/attachment/All._1_-_RELAZIONE_Yc6PyO7.pdf,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20170608 H:20170608,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,Ultima variante efficace non chiusa; nessun vettore corrente allineato verificato.,,https://comune.osoppo.ud.it/media/files/030066/attachment/All._1_-_RELAZIONE_Yc6PyO7.pdf,MATERIALIZED,EAC10B35DF24EF63C288A43FEF7F4B0804AB5CFF1328460AF8170C65918B1E74
030067,Ovaro,UD,PRGC Ovaro,,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12174,2026-09-19,12174,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12174,Comune di Ovaro,,,IRDAT/Comune,,,12174,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Estrazione comunale parziale derivata dalla Unione delle zone omogenee di tutti i piani regolatori della Carnia - L'assemblaggio viene aggiornato in modo dinamico seguendo le indicazioni degli Uffici Tecnici comunali. La Certificazione Urbanistica deve essere richiesta agli Uffici Tecnici Comunali. Il disallineamento dei confini dei comuni e dello zooning deriva dalle operazioni di raddrizzamento effettuate sugli strati originari per i Piani regolatori che sono stati in passato costruiti su basi catastali deformate. Le Zonizzazioni dei Piani Regolatori Generali Comunali sono pubblicate per la sola consultazione. L’identificazione geografica del mappale non ha significato di consultazione catastale ma ha il solo scopo di rappresentare la porzione di terreno nel contesto della pianificazione urbanistica del Comune. Il dato non ha carattere di ufficialità. La pubblicazione è concordata con gli Uffici Tecnici Comunali ed il grado di allineamento ai confini e di aggiornamento migliorerà progressivamente attraverso l’interazione tra Sistema Informativo Montano e Uffici Tecnici dei comuni. Per i comuni di Villa Santina, Enemonzo, Raveo e Lauco occorre tenere conto della Zonizzazione del Parco Intercomunale delle Colline Carniche (L.R. 42/1996). Per ogni qualsiasi altro dubbio sull'utilizzo del dato e sul grado di ufficialità si rimanda alla consultazione della scheda dei metadati, o si consiglia di fare riferimento al Punto di contatto.",,PUBLIC_CONFIG_DETECTED,D:20170112 H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030068,Pagnacco,UD,PRGC Pagnacco,,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12309,2026-09-19,12309,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12309,Comune di Pagnacco,,,IRDAT/Comune,,,12309,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano regolatore del Comune di Pagnacco, variante generale n. 35 - Reiterazione vincoli e modifiche azzonative e alle Norme di attuazione) ADOTTATA con Delibera C.C. n° 4 del 19/02/2018 B.U.R. n° 15 del 11/04/2018 APPROVATA con Delibera C.C. n° 61 del 11/12/2018 Delibera G.Reg. n° 226 del 12/02/2019 (conferma esecutività) B.U.R. n° 9 del 27/02/2019 ESECUTIVA dal 28/02/2019",,PUBLIC_CONFIG_DETECTED,D:20130418 H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030069,Palazzolo dello Stella,UD,PRGC Palazzolo dello Stella,Variant 56,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12175,2026-09-19,12175,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12175,Comune di Palazzolo dello Stella,,,IRDAT/Comune,,,12175,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano Regolatore Generale del Comune di Palazzolo dello Stella - Variante 56. Variante 56 adottatta con delibera del Consiglio Comunale n. 18 del 11.08.2014, approvata con delibera del Consiglio Comunale n. 10 del 30.06.2015 e confermata esecutiva con Delibera di Giunta Regionale n. 2027 del 16.10.2015.",,PUBLIC_CONFIG_DETECTED,D:20161222 H:20161222,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030070,Palmanova,UD,PRGC Palmanova,71,ADOPTED_NOT_PROVEN_EFFECTIVE,DCC 53 del 18/12/2025 - adozione Variante 71,,https://comune.palmanova.ud.it/media/files/030070/attachment/Delibera_adozione_53_2025_12_18.pdf,2026-09-19,,,,,,Comune - elaborati Variante 71,PDF,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Delibera ufficiale comunale documenta l'adozione della Variante 71.,https://comune.palmanova.ud.it/media/files/030070/attachment/Delibera_adozione_53_2025_12_18.pdf,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20161110 H:20161110,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,Adozione non equivale a efficacia; manca prova finale di approvazione/pubblicazione e vettore corrente allineato.,,https://comune.palmanova.ud.it/media/files/030070/attachment/Delibera_adozione_53_2025_12_18.pdf,MATERIALIZED,3B47C60311D557F61BF2B185B852D25421B598E1FDF67A1B79D569FEC74990C6
030071,Paluzza,UD,PRGC Paluzza,,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12311,2026-09-19,12311,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12311,Comune di Paluzza,,,IRDAT/Comune,,,12311,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Estrazione comunale parziale derivata dalla Unione delle zone omogenee di tutti i piani regolatori della Carnia - L'assemblaggio viene aggiornato in modo dinamico seguendo le indicazioni degli Uffici Tecnici comunali. La Certificazione Urbanistica deve essere richiesta agli Uffici Tecnici Comunali. Il disallineamento dei confini dei comuni e dello zooning deriva dalle operazioni di raddrizzamento effettuate sugli strati originari per i Piani regolatori che sono stati in passato costruiti su basi catastali deformate. Le Zonizzazioni dei Piani Regolatori Generali Comunali sono pubblicate per la sola consultazione. L’identificazione geografica del mappale non ha significato di consultazione catastale ma ha il solo scopo di rappresentare la porzione di terreno nel contesto della pianificazione urbanistica del Comune. Il dato non ha carattere di ufficialità. La pubblicazione è concordata con gli Uffici Tecnici Comunali ed il grado di allineamento ai confini e di aggiornamento migliorerà progressivamente attraverso l’interazione tra Sistema Informativo Montano e Uffici Tecnici dei comuni. Per i comuni di Villa Santina, Enemonzo, Raveo e Lauco occorre tenere conto della Zonizzazione del Parco Intercomunale delle Colline Carniche (L.R. 42/1996). Per ogni qualsiasi altro dubbio sull'utilizzo del dato e sul grado di ufficialità si rimanda alla consultazione della scheda dei metadati, o si consiglia di fare riferimento al Punto di contatto.",,PUBLIC_CONFIG_DETECTED,D:20080103 H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030072,Pasian di Prato,UD,PRGC Pasian di Prato,67,VARIANT_67_ADOPTION_NOTICE_PRESENT,,,https://comune.pasiandiprato.ud.it/,2026-09-19,,,,,,Comune - PRGC e varianti,PDF/WEB,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Il sito comunale espone Piano Regolatore e avviso di deposito relativo all'adozione della Variante 67; archivio pubblica PRGC coordinato con Var.58.,https://comune.pasiandiprato.ud.it/,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20180412 H:20180412,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,Non chiusa l'efficacia della Var.67 né la sequenza delle varianti intermedie; vettore corrente non verificato.,,https://comune.pasiandiprato.ud.it/,MATERIALIZED,99C4B60D28C446B694EF001273FB77C3483DCC58A1EB113C5EA12B3A0D3F6444
030073,Paularo,UD,PRGC Paularo,,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12313,2026-09-19,12313,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12313,Comune di Paularo,,,IRDAT/Comune,,,12313,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Estrazione comunale parziale derivata dalla Unione delle zone omogenee di tutti i piani regolatori della Carnia - L'assemblaggio viene aggiornato in modo dinamico seguendo le indicazioni degli Uffici Tecnici comunali. La Certificazione Urbanistica deve essere richiesta agli Uffici Tecnici Comunali. Il disallineamento dei confini dei comuni e dello zooning deriva dalle operazioni di raddrizzamento effettuate sugli strati originari per i Piani regolatori che sono stati in passato costruiti su basi catastali deformate. Le Zonizzazioni dei Piani Regolatori Generali Comunali sono pubblicate per la sola consultazione. L’identificazione geografica del mappale non ha significato di consultazione catastale ma ha il solo scopo di rappresentare la porzione di terreno nel contesto della pianificazione urbanistica del Comune. Il dato non ha carattere di ufficialità. La pubblicazione è concordata con gli Uffici Tecnici Comunali ed il grado di allineamento ai confini e di aggiornamento migliorerà progressivamente attraverso l’interazione tra Sistema Informativo Montano e Uffici Tecnici dei comuni. Per i comuni di Villa Santina, Enemonzo, Raveo e Lauco occorre tenere conto della Zonizzazione del Parco Intercomunale delle Colline Carniche (L.R. 42/1996). Per ogni qualsiasi altro dubbio sull'utilizzo del dato e sul grado di ufficialità si rimanda alla consultazione della scheda dei metadati, o si consiglia di fare riferimento al Punto di contatto.",,PUBLIC_CONFIG_DETECTED,D:20090402 H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030074,Pavia di Udine,UD,PRGC Pavia di Udine,Variant 49,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12358,2026-09-19,12358,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12358,Comune di Pavia di Udine,,,IRDAT/Comune,,,12358,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Piano Regolatore Generale Comunale del Comune di Pavia di Udine aggiornato alla Variante n. 49 adottata in data 05.12.2018 e approvata in data 08.04.2019.,,PUBLIC_CONFIG_DETECTED,D:20170713 H:20170713,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030075,Pocenia,UD,PRGC Pocenia,Variant 34,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12176,2026-09-19,12176,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12176,Comune di Pocenia,,,IRDAT/Comune,,,12176,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Piano Regolatore Generale del Comune di Pocenia - Variante 34. Approvata con delibera del C.C. n. 3 del 05.02.2025.,,PUBLIC_CONFIG_DETECTED,D:20160901 H:20160901,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030076,Pontebba,UD,PRGC Pontebba,Variant 71,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12179,2026-09-19,12179,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12179,Comune di Pontebba,,,IRDAT/Comune,,,12179,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Piano Regolatore Generale del Comune di Pontebba . Piano Regolatore Generale Comunale aggiornato alla Variante n. 71, adottata con delibera di C.C. n. 4 del 19.03.2019 e approvata con delibera di C.C. n. 38 del 25.07.2019, pubblicata sul B.U.R. n. 33 del 14.08.2019. Variante al PRGC n. 72 approvata con delibera di C.C. n. 20 del 30.04.2020. Variante al PRGC n. 73 adottata con delibera di C.C. n. 35 del 30.04.2020. Variante al PRGC n. 75 adottata con delibera di C.C. n. 21 del 30.04.2020. Variante al PRGC n. 72 adottata con delibera di C.C. n. 22 del 30.04.2020.",,PUBLIC_CONFIG_DETECTED,D:20171012 H:20171012,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030077,Porpetto,UD,PRGC Porpetto,12,ADOPTED_NOT_PROVEN_EFFECTIVE,Adozione Variante 12 - maggio 2026,,https://www.comune.porpetto.ud.it/novita/piano-regolatore-generale-comunale/,2026-09-19,,,,,,Comune - elaborati Variante 12,PDF,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Avviso comunale del 22/05/2026 documenta il deposito dell'adozione della Variante 12.,https://www.comune.porpetto.ud.it/novita/piano-regolatore-generale-comunale/,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20131010 H:20131010,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,Procedimento in adozione; non dimostrata efficacia finale né vettore corrente allineato.,,https://www.comune.porpetto.ud.it/novita/piano-regolatore-generale-comunale/,NOT_MATERIALIZED,
030078,Povoletto,UD,PRGC Povoletto,39,OFFICIAL_PRGC_PAGE_WITH_VARIANT_MODIFICATIONS,,,https://www.comune.povoletto.ud.it/piano-regolatore-generale-comunale/,2026-09-19,,,,,,Comune - zonizzazione e modifiche,PDF/WEB,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,Pagina comunale PRGC pubblica zonizzazione e modifiche fino alla Variante 39; documentazione separata cita procedimenti successivi.,https://www.comune.povoletto.ud.it/piano-regolatore-generale-comunale/,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20160929 H:20160929,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,La pagina PRGC non chiude la lineage delle varianti successive né l'allineamento vettoriale corrente.,,https://www.comune.povoletto.ud.it/piano-regolatore-generale-comunale/,NOT_MATERIALIZED,
030079,Pozzuolo del Friuli,UD,PRGC Pozzuolo del Friuli,51+,OFFICIAL_DOCUMENT_DESCRIBES_VIGENT_BASE_AND_SUCCESSIVE_VARIANTS,,,https://comune.pozzuolo.udine.it/media/files/030079/attachment/Relazione_DtqzVMq.pdf,2026-09-19,,,,,,Comune - PDF PRGC,PDF,,,LINEAGE_NOT_FULLY_VERIFIED,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Relazione comunale indica PRGC vigente basato sulla Variante generale 30 e successive varianti, tra cui 50 e 51.",https://comune.pozzuolo.udine.it/media/files/030079/attachment/Relazione_DtqzVMq.pdf,STANDARD_CONFIG_NOT_DETECTED_NOT_A_NEGATIVE_PROOF,D:20161103 H:20161103,NOT_ACQUIRED_LINEAGE_INCOMPLETE,,,,,,,Il documento non consente di stabilire con certezza l'ultima variante efficace al 2026; vettore corrente non verificato.,,https://comune.pozzuolo.udine.it/media/files/030079/attachment/Relazione_DtqzVMq.pdf,NOT_MATERIALIZED,
030080,Pradamano,UD,PRGC Pradamano,,,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12180,2026-09-19,12180,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12180,Comune di Pradamano,,,IRDAT/Comune,,,12180,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,piano regolatore del Comune di Pradamano,,PUBLIC_CONFIG_DETECTED,D:20140821 H:20140821,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
030081,Prato Carnico,UD,PRGC Prato carnico,,APPROVED_PUBLISHED,,,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12181,2026-09-19,12181,https://irdat.regione.fvg.it/consultatore-dati-ambientali-territoriali/detail/irdat/dataset/12181,Comune di Prato Carnico,,,IRDAT/Comune,,,12181,IRDAT_RECORD_DETAIL_INCOMPLETE,CURRENT_SOURCE_FOUND_LINEAGE_INCOMPLETE,"Estrazione comunale parziale derivata dalla Unione delle zone omogenee di tutti i piani regolatori della Carnia - L'assemblaggio viene aggiornato in modo dinamico seguendo le indicazioni degli Uffici Tecnici comunali. La Certificazione Urbanistica deve essere richiesta agli Uffici Tecnici Comunali. Il disallineamento dei confini dei comuni e dello zooning deriva dalle operazioni di raddrizzamento effettuate sugli strati originari per i Piani regolatori che sono stati in passato costruiti su basi catastali deformate. Le Zonizzazioni dei Piani Regolatori Generali Comunali sono pubblicate per la sola consultazione. L’identificazione geografica del mappale non ha significato di consultazione catastale ma ha il solo scopo di rappresentare la porzione di terreno nel contesto della pianificazione urbanistica del Comune. Il dato non ha carattere di ufficialità. La pubblicazione è concordata con gli Uffici Tecnici Comunali ed il grado di allineamento ai confini e di aggiornamento migliorerà progressivamente attraverso l’interazione tra Sistema Informativo Montano e Uffici Tecnici dei comuni. Per i comuni di Villa Santina, Enemonzo, Raveo e Lauco occorre tenere conto della Zonizzazione del Parco Intercomunale delle Colline Carniche (L.R. 42/1996). Per ogni qualsiasi altro dubbio sull'utilizzo del dato e sul grado di ufficialità si rimanda alla consultazione della scheda dei metadati, o si consiglia di fare riferimento al Punto di contatto.",,PUBLIC_CONFIG_DETECTED,D:20171012 H:,NOT_ACQUIRED_CURRENTNESS_UNVERIFIED,,,,,,,Verificare assenza di varianti efficaci successive e allineamento puntuale del vettore.,,,,
